Coordinates
"[40.6756548, -73.0292764]"
"[50.7564668, -1.9994486]"
"[-34.1377093, 151.1147646]"
"[-34.0012603, 151.0464171]"
"[-17.2909471, 177.12578580330327]"
"[-20.9162737, 167.2643347]"
"[-43.1352285, 147.6722073700658]"
"[-12.6324025, 141.87545828951443]"
"[26.61961, -80.22680999310867]"
"[-27.4869732, 153.2393435]"
"[-27.47829395, 153.04112547215334]"
"[25.5394781, -76.8041976009442]"
"[-33.859109000000004, 151.1918966960307]"
"[-34.9451586, 138.5091364]"
"[40.5763055, -73.9683266]"
"[29.217739, -94.9093656]"
"[-33.6014484, 26.8968842]"
"[-34.9451586, 138.5091364]"
"[26.715364, -80.0532942]"
"[41.2748217, -72.4834223]"
"[-38.38234395, 145.46832430513143]"
"[-15.8543496, 23.8016799]"
"[39.4854732, -79.0446881]"
"[-3.583333, 143.5]"
"[50.6096257, -2.4543424]"
"[-33.6096795, 151.3309449]"
"[25.419466399999997, -77.7635392805492]"
"[-35.7275268, 174.3194202]"
"[29.2099792, -96.2769386]"
"[-20.1559358, 148.3668858]"
"[54.39810675, -7.678723740112054]"
"[54.5474199, -3.5885335]"
"[-20.2534219, 148.8755719]"
"[-30.2180556, 30.7933333]"
"[26.2889998, -81.830606]"
"[29.1313721, -80.9575542]"
"[34.03200925, -118.52900177735037]"
"[31.9482523, -80.9891147]"
"[43.67760655, -124.17378858948894]"
"[43.67760655, -124.17378858948894]"
"[-34.20118505000001, 18.456352589647004]"
"[27.810858500000002, -80.40432804648825]"
"[33.7936159, -78.7301108]"
"[-30.0986562, 30.8565232]"
"[-38.2280117, 144.3390979]"
"[-38.2280117, 144.3390979]"
"[29.10432725, -80.94136954248833]"
"[33.2662776, -79.233105]"
"[-34.4243941, 150.89385]"
"[43.071435, -70.861568]"
"[45.3692709, -66.231916]"
"[-33.9252698, 18.4472731]"
"[-30.1108288, 153.2000074]"
"[-33.4880548, 151.3274925]"
"[45.1586226, -79.7462653]"
"[34.2079917, -77.7955907]"
"[34.2079917, -77.7955907]"
"[-26.7568243, 153.1256125]"
"[51.766667, -104.183333]"
"[-36.8446829, 174.7603376]"
"[-25.044479, 33.64073]"
"[18.2703769, -87.8359632]"
"[-25.840068449999997, 32.714473293192725]"
"[-33.6395258, 115.0259595]"
"[-24.7223973, 152.1130013]"
"[51.548810849999995, -2.41586358166741]"
"[3.0626719, 101.6472112]"
"[30.235545, -93.319249]"
"[-23.1348035, 150.7436625]"
"[35.5050355, 34.1624713]"
"[-8.807969799999999, 146.52805964923945]"
"[36.737768, 35.560934683247424]"
"[18.008889, -102.178056]"
"[12.5634929, -16.2724609]"
"[23.4272107, 81.3807867]"
"[-22.29321875, 166.44711195831536]"
"[-21.2027776, 55.2808321]"
"[-42.3126079, 148.2783505]"
"[33.474691, -94.126277]"
"[32.0017894, 34.7340167]"
"[30.0307676, -93.2720984]"
"[-38.722439449999996, 77.52624593585291]"
"[48.8753865, 2.7741758]"
"[48.6809682, -3.883345]"
"[38.4056305, 27.0326654]"
"[-32.06315565, 115.74330707248386]"
